,Party Name,Total Winning,Constituency,Winning Candidate,Total Votes,Margin,State
241,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Sitamarhi(5),DEVESH CHANDRA THAKUR,515719,51356,Bihar
242,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Jhanjharpur(7),RAMPRIT MANDAL,533032,184169,Bihar
243,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Supaul(8),DILESHWAR KAMAIT,595038,169803,Bihar
244,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Madhepura(13),DINESH CHANDRA YADAV,640649,174534,Bihar
245,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Gopalganj(17),DR. ALOK KUMAR SUMAN,511866,127180,Bihar
246,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Siwan(18),VIJAYLAKSHMI DEVI,386508,92857,Bihar
247,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Bhagalpur(26),AJAY KUMAR MANDAL,536031,104868,Bihar
248,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Banka(27),GIRIDHARI YADAV,506678,103844,Bihar
249,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Munger(28),RAJIV RANJAN SINGH ALIAS LALAN SINGH,550146,80870,Bihar
250,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Nalanda(29),KAUSHALENDRA KUMAR,559422,169114,Bihar
251,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Paschim Champaran(2),DR.SANJAY JAISWAL,580421,136568,Bihar
252,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Purvi Champaran(3),RADHA MOHAN SINGH,542193,88287,Bihar
253,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Madhubani(6),ASHOK KUMAR YADAV,553428,151945,Bihar
254,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Araria(9),PRADEEP KUMAR SINGH,600146,20094,Bihar
255,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Darbhanga(14),GOPAL JEE THAKUR,566630,178156,Bihar
256,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Muzaffarpur(15),RAJ BHUSHAN CHOUDHARY,619749,234927,Bihar
257,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Maharajganj(19),"JANARDAN SINGH ""SIGRIWAL""",529533,102651,Bihar
258,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Saran(20),RAJIV PRATAP RUDY,471752,13661,Bihar
259,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Ujiarpur(22),NITYANAND RAI,515965,60102,Bihar
260,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Begusarai(24),GIRIRAJ SINGH,649331,81480,Bihar
261,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Patna Sahib(30),RAVI SHANKAR PRASAD,588270,153846,Bihar
262,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Nawada(39),VIVEK THAKUR,410608,67670,Bihar
263,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Vaishali(16),VEENA DEVI,567043,89634,Bihar
264,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Hajipur(21),CHIRAG PASWAN,615718,170105,Bihar
265,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Samastipur(23),SHAMBHAVI,579786,187251,Bihar
266,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Khagaria(25),RAJESH VERMA,538657,161131,Bihar
267,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Jamui(40),ARUN BHARTI,509046,112482,Bihar
268,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Patliputra(31),MISHA BHARTI,613283,85174,Bihar
269,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Buxar(33),SUDHAKAR SINGH,438345,30091,Bihar
270,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Jahanabad(36),SURENDRA PRASAD YADAV,443035,142591,Bihar
271,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Aurangabad(37),ABHAY KUMAR SINHA,465567,79111,Bihar
272,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Kishanganj(10),MOHAMMAD JAWED,402850,59692,Bihar
273,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Katihar(11),TARIQ ANWAR,567092,49863,Bihar
274,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Sasaram(34),MANOJ KUMAR,513004,19157,Bihar
275,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Arrah(32),SUDAMA PRASAD,529382,59808,Bihar
276,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Karakat(35),RAJA RAM SINGH,380581,105858,Bihar
277,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Gaya(38),JITAN RAM MANJHI,494960,101812,Bihar
278,Lok Janshakti Party(Ram Vilas) - LJPRV,5,Purnia(12),RAJESH RANJAN ALIAS PAPPU YADAV,567556,23847,Bihar
279,Rashtriya Janata Dal - RJD,4,Valmiki Nagar (1),SUNIL KUMAR,523422,98675,Bihar
280,Rashtriya Janata Dal - RJD,4,Sheohar(4),LOVELY ANAND,476612,29143,Bihar
281,Rashtriya Janata Dal - RJD,4,Sitamarhi(5),DEVESH CHANDRA THAKUR,515719,51356,Bihar
282,Rashtriya Janata Dal - RJD,4,Jhanjharpur(7),RAMPRIT MANDAL,533032,184169,Bihar
283,Rashtriya Janata Dal - RJD,4,Supaul(8),DILESHWAR KAMAIT,595038,169803,Bihar
284,Rashtriya Janata Dal - RJD,4,Madhepura(13),DINESH CHANDRA YADAV,640649,174534,Bihar
285,Rashtriya Janata Dal - RJD,4,Gopalganj(17),DR. ALOK KUMAR SUMAN,511866,127180,Bihar
286,Rashtriya Janata Dal - RJD,4,Siwan(18),VIJAYLAKSHMI DEVI,386508,92857,Bihar
287,Rashtriya Janata Dal - RJD,4,Bhagalpur(26),AJAY KUMAR MANDAL,536031,104868,Bihar
288,Rashtriya Janata Dal - RJD,4,Banka(27),GIRIDHARI YADAV,506678,103844,Bihar
289,Rashtriya Janata Dal - RJD,4,Munger(28),RAJIV RANJAN SINGH ALIAS LALAN SINGH,550146,80870,Bihar
290,Rashtriya Janata Dal - RJD,4,Nalanda(29),KAUSHALENDRA KUMAR,559422,169114,Bihar
291,Rashtriya Janata Dal - RJD,4,Paschim Champaran(2),DR.SANJAY JAISWAL,580421,136568,Bihar
292,Rashtriya Janata Dal - RJD,4,Purvi Champaran(3),RADHA MOHAN SINGH,542193,88287,Bihar
293,Rashtriya Janata Dal - RJD,4,Madhubani(6),ASHOK KUMAR YADAV,553428,151945,Bihar
294,Rashtriya Janata Dal - RJD,4,Araria(9),PRADEEP KUMAR SINGH,600146,20094,Bihar
295,Rashtriya Janata Dal - RJD,4,Darbhanga(14),GOPAL JEE THAKUR,566630,178156,Bihar
296,Rashtriya Janata Dal - RJD,4,Muzaffarpur(15),RAJ BHUSHAN CHOUDHARY,619749,234927,Bihar
297,Rashtriya Janata Dal - RJD,4,Maharajganj(19),"JANARDAN SINGH ""SIGRIWAL""",529533,102651,Bihar
298,Rashtriya Janata Dal - RJD,4,Saran(20),RAJIV PRATAP RUDY,471752,13661,Bihar
299,Rashtriya Janata Dal - RJD,4,Ujiarpur(22),NITYANAND RAI,515965,60102,Bihar
300,Rashtriya Janata Dal - RJD,4,Begusarai(24),GIRIRAJ SINGH,649331,81480,Bihar
301,Rashtriya Janata Dal - RJD,4,Patna Sahib(30),RAVI SHANKAR PRASAD,588270,153846,Bihar
302,Rashtriya Janata Dal - RJD,4,Nawada(39),VIVEK THAKUR,410608,67670,Bihar
303,Rashtriya Janata Dal - RJD,4,Vaishali(16),VEENA DEVI,567043,89634,Bihar
304,Rashtriya Janata Dal - RJD,4,Hajipur(21),CHIRAG PASWAN,615718,170105,Bihar
305,Rashtriya Janata Dal - RJD,4,Samastipur(23),SHAMBHAVI,579786,187251,Bihar
306,Rashtriya Janata Dal - RJD,4,Khagaria(25),RAJESH VERMA,538657,161131,Bihar
307,Rashtriya Janata Dal - RJD,4,Jamui(40),ARUN BHARTI,509046,112482,Bihar
308,Rashtriya Janata Dal - RJD,4,Patliputra(31),MISHA BHARTI,613283,85174,Bihar
309,Rashtriya Janata Dal - RJD,4,Buxar(33),SUDHAKAR SINGH,438345,30091,Bihar
310,Rashtriya Janata Dal - RJD,4,Jahanabad(36),SURENDRA PRASAD YADAV,443035,142591,Bihar
311,Rashtriya Janata Dal - RJD,4,Aurangabad(37),ABHAY KUMAR SINHA,465567,79111,Bihar
312,Rashtriya Janata Dal - RJD,4,Kishanganj(10),MOHAMMAD JAWED,402850,59692,Bihar
313,Rashtriya Janata Dal - RJD,4,Katihar(11),TARIQ ANWAR,567092,49863,Bihar
314,Rashtriya Janata Dal - RJD,4,Sasaram(34),MANOJ KUMAR,513004,19157,Bihar
315,Rashtriya Janata Dal - RJD,4,Arrah(32),SUDAMA PRASAD,529382,59808,Bihar
316,Rashtriya Janata Dal - RJD,4,Karakat(35),RAJA RAM SINGH,380581,105858,Bihar
317,Rashtriya Janata Dal - RJD,4,Gaya(38),JITAN RAM MANJHI,494960,101812,Bihar
318,Rashtriya Janata Dal - RJD,4,Purnia(12),RAJESH RANJAN ALIAS PAPPU YADAV,567556,23847,Bihar
319,Indian National Congress - INC,3,Valmiki Nagar (1),SUNIL KUMAR,523422,98675,Bihar
320,Indian National Congress - INC,3,Sheohar(4),LOVELY ANAND,476612,29143,Bihar
321,Indian National Congress - INC,3,Sitamarhi(5),DEVESH CHANDRA THAKUR,515719,51356,Bihar
322,Indian National Congress - INC,3,Jhanjharpur(7),RAMPRIT MANDAL,533032,184169,Bihar
323,Indian National Congress - INC,3,Supaul(8),DILESHWAR KAMAIT,595038,169803,Bihar
324,Indian National Congress - INC,3,Madhepura(13),DINESH CHANDRA YADAV,640649,174534,Bihar
325,Indian National Congress - INC,3,Gopalganj(17),DR. ALOK KUMAR SUMAN,511866,127180,Bihar
326,Indian National Congress - INC,3,Siwan(18),VIJAYLAKSHMI DEVI,386508,92857,Bihar
327,Indian National Congress - INC,3,Bhagalpur(26),AJAY KUMAR MANDAL,536031,104868,Bihar
328,Indian National Congress - INC,3,Banka(27),GIRIDHARI YADAV,506678,103844,Bihar
329,Indian National Congress - INC,3,Munger(28),RAJIV RANJAN SINGH ALIAS LALAN SINGH,550146,80870,Bihar
330,Indian National Congress - INC,3,Nalanda(29),KAUSHALENDRA KUMAR,559422,169114,Bihar
331,Indian National Congress - INC,3,Paschim Champaran(2),DR.SANJAY JAISWAL,580421,136568,Bihar
332,Indian National Congress - INC,3,Purvi Champaran(3),RADHA MOHAN SINGH,542193,88287,Bihar
333,Indian National Congress - INC,3,Madhubani(6),ASHOK KUMAR YADAV,553428,151945,Bihar
334,Indian National Congress - INC,3,Araria(9),PRADEEP KUMAR SINGH,600146,20094,Bihar
335,Indian National Congress - INC,3,Darbhanga(14),GOPAL JEE THAKUR,566630,178156,Bihar
336,Indian National Congress - INC,3,Muzaffarpur(15),RAJ BHUSHAN CHOUDHARY,619749,234927,Bihar
337,Indian National Congress - INC,3,Maharajganj(19),"JANARDAN SINGH ""SIGRIWAL""",529533,102651,Bihar
338,Indian National Congress - INC,3,Saran(20),RAJIV PRATAP RUDY,471752,13661,Bihar
339,Indian National Congress - INC,3,Ujiarpur(22),NITYANAND RAI,515965,60102,Bihar
340,Indian National Congress - INC,3,Begusarai(24),GIRIRAJ SINGH,649331,81480,Bihar
341,Indian National Congress - INC,3,Patna Sahib(30),RAVI SHANKAR PRASAD,588270,153846,Bihar
342,Indian National Congress - INC,3,Nawada(39),VIVEK THAKUR,410608,67670,Bihar
343,Indian National Congress - INC,3,Vaishali(16),VEENA DEVI,567043,89634,Bihar
344,Indian National Congress - INC,3,Hajipur(21),CHIRAG PASWAN,615718,170105,Bihar
345,Indian National Congress - INC,3,Samastipur(23),SHAMBHAVI,579786,187251,Bihar
346,Indian National Congress - INC,3,Khagaria(25),RAJESH VERMA,538657,161131,Bihar
347,Indian National Congress - INC,3,Jamui(40),ARUN BHARTI,509046,112482,Bihar
348,Indian National Congress - INC,3,Patliputra(31),MISHA BHARTI,613283,85174,Bihar
349,Indian National Congress - INC,3,Buxar(33),SUDHAKAR SINGH,438345,30091,Bihar
350,Indian National Congress - INC,3,Jahanabad(36),SURENDRA PRASAD YADAV,443035,142591,Bihar
351,Indian National Congress - INC,3,Aurangabad(37),ABHAY KUMAR SINHA,465567,79111,Bihar
352,Indian National Congress - INC,3,Kishanganj(10),MOHAMMAD JAWED,402850,59692,Bihar
353,Indian National Congress - INC,3,Katihar(11),TARIQ ANWAR,567092,49863,Bihar
354,Indian National Congress - INC,3,Sasaram(34),MANOJ KUMAR,513004,19157,Bihar
355,Indian National Congress - INC,3,Arrah(32),SUDAMA PRASAD,529382,59808,Bihar
356,Indian National Congress - INC,3,Karakat(35),RAJA RAM SINGH,380581,105858,Bihar
357,Indian National Congress - INC,3,Gaya(38),JITAN RAM MANJHI,494960,101812,Bihar
358,Indian National Congress - INC,3,Purnia(12),RAJESH RANJAN ALIAS PAPPU YADAV,567556,23847,Bihar
359,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Valmiki Nagar (1),SUNIL KUMAR,523422,98675,Bihar
360,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Sheohar(4),LOVELY ANAND,476612,29143,Bihar
361,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Sitamarhi(5),DEVESH CHANDRA THAKUR,515719,51356,Bihar
362,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Jhanjharpur(7),RAMPRIT MANDAL,533032,184169,Bihar
363,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Supaul(8),DILESHWAR KAMAIT,595038,169803,Bihar
364,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Madhepura(13),DINESH CHANDRA YADAV,640649,174534,Bihar
365,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Gopalganj(17),DR. ALOK KUMAR SUMAN,511866,127180,Bihar
366,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Siwan(18),VIJAYLAKSHMI DEVI,386508,92857,Bihar
367,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Bhagalpur(26),AJAY KUMAR MANDAL,536031,104868,Bihar
368,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Banka(27),GIRIDHARI YADAV,506678,103844,Bihar
369,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Munger(28),RAJIV RANJAN SINGH ALIAS LALAN SINGH,550146,80870,Bihar
370,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Nalanda(29),KAUSHALENDRA KUMAR,559422,169114,Bihar
371,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Paschim Champaran(2),DR.SANJAY JAISWAL,580421,136568,Bihar
372,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Purvi Champaran(3),RADHA MOHAN SINGH,542193,88287,Bihar
373,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Madhubani(6),ASHOK KUMAR YADAV,553428,151945,Bihar
374,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Araria(9),PRADEEP KUMAR SINGH,600146,20094,Bihar
375,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Darbhanga(14),GOPAL JEE THAKUR,566630,178156,Bihar
376,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Muzaffarpur(15),RAJ BHUSHAN CHOUDHARY,619749,234927,Bihar
377,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Maharajganj(19),"JANARDAN SINGH ""SIGRIWAL""",529533,102651,Bihar
378,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Saran(20),RAJIV PRATAP RUDY,471752,13661,Bihar
379,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Ujiarpur(22),NITYANAND RAI,515965,60102,Bihar
380,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Begusarai(24),GIRIRAJ SINGH,649331,81480,Bihar
381,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Patna Sahib(30),RAVI SHANKAR PRASAD,588270,153846,Bihar
382,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Nawada(39),VIVEK THAKUR,410608,67670,Bihar
383,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Vaishali(16),VEENA DEVI,567043,89634,Bihar
384,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Hajipur(21),CHIRAG PASWAN,615718,170105,Bihar
385,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Samastipur(23),SHAMBHAVI,579786,187251,Bihar
386,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Khagaria(25),RAJESH VERMA,538657,161131,Bihar
387,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Jamui(40),ARUN BHARTI,509046,112482,Bihar
388,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Patliputra(31),MISHA BHARTI,613283,85174,Bihar
389,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Buxar(33),SUDHAKAR SINGH,438345,30091,Bihar
390,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Jahanabad(36),SURENDRA PRASAD YADAV,443035,142591,Bihar
391,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Aurangabad(37),ABHAY KUMAR SINHA,465567,79111,Bihar
392,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Kishanganj(10),MOHAMMAD JAWED,402850,59692,Bihar
393,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Katihar(11),TARIQ ANWAR,567092,49863,Bihar
394,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Sasaram(34),MANOJ KUMAR,513004,19157,Bihar
395,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Arrah(32),SUDAMA PRASAD,529382,59808,Bihar
396,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Karakat(35),RAJA RAM SINGH,380581,105858,Bihar
397,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Gaya(38),JITAN RAM MANJHI,494960,101812,Bihar
398,Communist Party of India  (Marxist-Leninist)  (Liberation) - CPI(ML)(L),2,Purnia(12),RAJESH RANJAN ALIAS PAPPU YADAV,567556,23847,Bihar
399,Hindustani Awam Morcha (Secular) - HAMS,1,Valmiki Nagar (1),SUNIL KUMAR,523422,98675,Bihar
400,Hindustani Awam Morcha (Secular) - HAMS,1,Sheohar(4),LOVELY ANAND,476612,29143,Bihar
401,Hindustani Awam Morcha (Secular) - HAMS,1,Sitamarhi(5),DEVESH CHANDRA THAKUR,515719,51356,Bihar
402,Hindustani Awam Morcha (Secular) - HAMS,1,Jhanjharpur(7),RAMPRIT MANDAL,533032,184169,Bihar
403,Hindustani Awam Morcha (Secular) - HAMS,1,Supaul(8),DILESHWAR KAMAIT,595038,169803,Bihar
404,Hindustani Awam Morcha (Secular) - HAMS,1,Madhepura(13),DINESH CHANDRA YADAV,640649,174534,Bihar
405,Hindustani Awam Morcha (Secular) - HAMS,1,Gopalganj(17),DR. ALOK KUMAR SUMAN,511866,127180,Bihar
406,Hindustani Awam Morcha (Secular) - HAMS,1,Siwan(18),VIJAYLAKSHMI DEVI,386508,92857,Bihar
407,Hindustani Awam Morcha (Secular) - HAMS,1,Bhagalpur(26),AJAY KUMAR MANDAL,536031,104868,Bihar
408,Hindustani Awam Morcha (Secular) - HAMS,1,Banka(27),GIRIDHARI YADAV,506678,103844,Bihar
409,Hindustani Awam Morcha (Secular) - HAMS,1,Munger(28),RAJIV RANJAN SINGH ALIAS LALAN SINGH,550146,80870,Bihar
410,Hindustani Awam Morcha (Secular) - HAMS,1,Nalanda(29),KAUSHALENDRA KUMAR,559422,169114,Bihar
411,Hindustani Awam Morcha (Secular) - HAMS,1,Paschim Champaran(2),DR.SANJAY JAISWAL,580421,136568,Bihar
412,Hindustani Awam Morcha (Secular) - HAMS,1,Purvi Champaran(3),RADHA MOHAN SINGH,542193,88287,Bihar
413,Hindustani Awam Morcha (Secular) - HAMS,1,Madhubani(6),ASHOK KUMAR YADAV,553428,151945,Bihar
414,Hindustani Awam Morcha (Secular) - HAMS,1,Araria(9),PRADEEP KUMAR SINGH,600146,20094,Bihar
415,Hindustani Awam Morcha (Secular) - HAMS,1,Darbhanga(14),GOPAL JEE THAKUR,566630,178156,Bihar
416,Hindustani Awam Morcha (Secular) - HAMS,1,Muzaffarpur(15),RAJ BHUSHAN CHOUDHARY,619749,234927,Bihar
417,Hindustani Awam Morcha (Secular) - HAMS,1,Maharajganj(19),"JANARDAN SINGH ""SIGRIWAL""",529533,102651,Bihar
418,Hindustani Awam Morcha (Secular) - HAMS,1,Saran(20),RAJIV PRATAP RUDY,471752,13661,Bihar
419,Hindustani Awam Morcha (Secular) - HAMS,1,Ujiarpur(22),NITYANAND RAI,515965,60102,Bihar
420,Hindustani Awam Morcha (Secular) - HAMS,1,Begusarai(24),GIRIRAJ SINGH,649331,81480,Bihar
421,Hindustani Awam Morcha (Secular) - HAMS,1,Patna Sahib(30),RAVI SHANKAR PRASAD,588270,153846,Bihar
422,Hindustani Awam Morcha (Secular) - HAMS,1,Nawada(39),VIVEK THAKUR,410608,67670,Bihar
423,Hindustani Awam Morcha (Secular) - HAMS,1,Vaishali(16),VEENA DEVI,567043,89634,Bihar
424,Hindustani Awam Morcha (Secular) - HAMS,1,Hajipur(21),CHIRAG PASWAN,615718,170105,Bihar
425,Hindustani Awam Morcha (Secular) - HAMS,1,Samastipur(23),SHAMBHAVI,579786,187251,Bihar
426,Hindustani Awam Morcha (Secular) - HAMS,1,Khagaria(25),RAJESH VERMA,538657,161131,Bihar
427,Hindustani Awam Morcha (Secular) - HAMS,1,Jamui(40),ARUN BHARTI,509046,112482,Bihar
428,Hindustani Awam Morcha (Secular) - HAMS,1,Patliputra(31),MISHA BHARTI,613283,85174,Bihar
429,Hindustani Awam Morcha (Secular) - HAMS,1,Buxar(33),SUDHAKAR SINGH,438345,30091,Bihar
430,Hindustani Awam Morcha (Secular) - HAMS,1,Jahanabad(36),SURENDRA PRASAD YADAV,443035,142591,Bihar
431,Hindustani Awam Morcha (Secular) - HAMS,1,Aurangabad(37),ABHAY KUMAR SINHA,465567,79111,Bihar
432,Hindustani Awam Morcha (Secular) - HAMS,1,Kishanganj(10),MOHAMMAD JAWED,402850,59692,Bihar
433,Hindustani Awam Morcha (Secular) - HAMS,1,Katihar(11),TARIQ ANWAR,567092,49863,Bihar
434,Hindustani Awam Morcha (Secular) - HAMS,1,Sasaram(34),MANOJ KUMAR,513004,19157,Bihar
435,Hindustani Awam Morcha (Secular) - HAMS,1,Arrah(32),SUDAMA PRASAD,529382,59808,Bihar
436,Hindustani Awam Morcha (Secular) - HAMS,1,Karakat(35),RAJA RAM SINGH,380581,105858,Bihar
437,Hindustani Awam Morcha (Secular) - HAMS,1,Gaya(38),JITAN RAM MANJHI,494960,101812,Bihar
438,Hindustani Awam Morcha (Secular) - HAMS,1,Purnia(12),RAJESH RANJAN ALIAS PAPPU YADAV,567556,23847,Bihar
439,Independent - IND,1,Valmiki Nagar (1),SUNIL KUMAR,523422,98675,Bihar
440,Independent - IND,1,Sheohar(4),LOVELY ANAND,476612,29143,Bihar
441,Independent - IND,1,Sitamarhi(5),DEVESH CHANDRA THAKUR,515719,51356,Bihar
442,Independent - IND,1,Jhanjharpur(7),RAMPRIT MANDAL,533032,184169,Bihar
443,Independent - IND,1,Supaul(8),DILESHWAR KAMAIT,595038,169803,Bihar
444,Independent - IND,1,Madhepura(13),DINESH CHANDRA YADAV,640649,174534,Bihar
445,Independent - IND,1,Gopalganj(17),DR. ALOK KUMAR SUMAN,511866,127180,Bihar
446,Independent - IND,1,Siwan(18),VIJAYLAKSHMI DEVI,386508,92857,Bihar
447,Independent - IND,1,Bhagalpur(26),AJAY KUMAR MANDAL,536031,104868,Bihar
448,Independent - IND,1,Banka(27),GIRIDHARI YADAV,506678,103844,Bihar
449,Independent - IND,1,Munger(28),RAJIV RANJAN SINGH ALIAS LALAN SINGH,550146,80870,Bihar
450,Independent - IND,1,Nalanda(29),KAUSHALENDRA KUMAR,559422,169114,Bihar
451,Independent - IND,1,Paschim Champaran(2),DR.SANJAY JAISWAL,580421,136568,Bihar
452,Independent - IND,1,Purvi Champaran(3),RADHA MOHAN SINGH,542193,88287,Bihar
453,Independent - IND,1,Madhubani(6),ASHOK KUMAR YADAV,553428,151945,Bihar
454,Independent - IND,1,Araria(9),PRADEEP KUMAR SINGH,600146,20094,Bihar
455,Independent - IND,1,Darbhanga(14),GOPAL JEE THAKUR,566630,178156,Bihar
456,Independent - IND,1,Muzaffarpur(15),RAJ BHUSHAN CHOUDHARY,619749,234927,Bihar
457,Independent - IND,1,Maharajganj(19),"JANARDAN SINGH ""SIGRIWAL""",529533,102651,Bihar
458,Independent - IND,1,Saran(20),RAJIV PRATAP RUDY,471752,13661,Bihar
459,Independent - IND,1,Ujiarpur(22),NITYANAND RAI,515965,60102,Bihar
460,Independent - IND,1,Begusarai(24),GIRIRAJ SINGH,649331,81480,Bihar
461,Independent - IND,1,Patna Sahib(30),RAVI SHANKAR PRASAD,588270,153846,Bihar
462,Independent - IND,1,Nawada(39),VIVEK THAKUR,410608,67670,Bihar
463,Independent - IND,1,Vaishali(16),VEENA DEVI,567043,89634,Bihar
464,Independent - IND,1,Hajipur(21),CHIRAG PASWAN,615718,170105,Bihar
465,Independent - IND,1,Samastipur(23),SHAMBHAVI,579786,187251,Bihar
466,Independent - IND,1,Khagaria(25),RAJESH VERMA,538657,161131,Bihar
467,Independent - IND,1,Jamui(40),ARUN BHARTI,509046,112482,Bihar
468,Independent - IND,1,Patliputra(31),MISHA BHARTI,613283,85174,Bihar
469,Independent - IND,1,Buxar(33),SUDHAKAR SINGH,438345,30091,Bihar
470,Independent - IND,1,Jahanabad(36),SURENDRA PRASAD YADAV,443035,142591,Bihar
471,Independent - IND,1,Aurangabad(37),ABHAY KUMAR SINHA,465567,79111,Bihar
472,Independent - IND,1,Kishanganj(10),MOHAMMAD JAWED,402850,59692,Bihar
473,Independent - IND,1,Katihar(11),TARIQ ANWAR,567092,49863,Bihar
474,Independent - IND,1,Sasaram(34),MANOJ KUMAR,513004,19157,Bihar
475,Independent - IND,1,Arrah(32),SUDAMA PRASAD,529382,59808,Bihar
476,Independent - IND,1,Karakat(35),RAJA RAM SINGH,380581,105858,Bihar
477,Independent - IND,1,Gaya(38),JITAN RAM MANJHI,494960,101812,Bihar
478,Independent - IND,1,Purnia(12),RAJESH RANJAN ALIAS PAPPU YADAV,567556,23847,Bihar
479,Indian National Congress - INC,1,Chandigarh(1),MANISH TEWARI,216657,2504,Chandigarh
480,Bharatiya Janata Party - BJP,10,SURGUJA(1),CHINTAMANI MAHARAJ,713200,64822,Chhattisgarh
